DATE,BAMLH0A3HYC,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLC0A3CA,BAMLH0A2HYB,BAMLC0A2CAA,BAMLC0A1CAAA
2017-12-01,8.71,1.33,2.12,0.80,3.68,0.59,0.57
2017-12-04,8.60,1.32,2.08,0.79,3.64,0.58,0.57
2017-12-05,8.57,1.32,2.08,0.79,3.63,0.58,0.57
2017-12-06,8.65,1.32,2.14,0.79,3.68,0.58,0.57
2017-12-07,8.68,1.32,2.12,0.79,3.68,0.58,0.58
2017-12-08,8.65,1.32,2.13,0.79,3.69,0.58,0.58
2017-12-11,8.64,1.31,2.11,0.79,3.66,0.58,0.57
2017-12-12,8.61,1.31,2.09,0.78,3.62,0.57,0.57
2017-12-13,8.67,1.31,2.16,0.78,3.68,0.57,0.56
2017-12-14,8.60,1.31,2.16,0.78,3.68,0.57,0.56
2017-12-15,8.62,1.30,2.15,0.78,3.69,0.57,0.56
2017-12-18,8.64,1.30,2.15,0.77,3.68,0.57,0.55
2017-12-19,8.58,1.29,2.11,0.77,3.65,0.56,0.55
2017-12-20,8.55,1.28,2.09,0.77,3.64,0.56,0.55
2017-12-21,8.49,1.28,2.10,0.77,3.63,0.56,0.54
2017-12-22,8.48,1.28,2.09,0.76,3.62,0.56,0.54
2017-12-25,.,.,.,.,.,.,.
2017-12-26,8.50,1.28,2.10,0.76,3.63,0.56,0.54
2017-12-27,8.50,1.28,2.12,0.76,3.64,0.56,0.53
2017-12-28,8.49,1.27,2.10,0.76,3.59,0.55,0.53
2017-12-29,8.51,1.28,2.12,0.76,3.61,0.55,0.53
2017-12-31,8.41,1.28,2.18,0.77,3.69,0.56,0.54
2018-01-01,.,.,.,.,.,.,.
2018-01-02,8.31,1.28,2.12,0.76,3.61,0.56,0.55
2018-01-03,8.16,1.27,2.08,0.76,3.50,0.56,0.55
2018-01-04,7.99,1.27,2.02,0.76,3.42,0.56,0.55
2018-01-05,7.91,1.26,1.99,0.76,3.39,0.55,0.55
2018-01-08,7.92,1.26,1.99,0.75,3.38,0.55,0.55
2018-01-09,7.90,1.24,1.96,0.75,3.37,0.55,0.54
2018-01-10,8.03,1.23,2.03,0.74,3.45,0.54,0.53
2018-01-11,7.94,1.23,2.03,0.74,3.43,0.54,0.52
2018-01-12,7.90,1.22,2.00,0.74,3.40,0.53,0.51
2018-01-15,7.87,1.22,1.99,0.73,3.39,0.53,0.51
2018-01-16,7.85,1.21,1.98,0.73,3.37,0.53,0.52
2018-01-17,7.86,1.21,1.98,0.74,3.36,0.54,0.52
2018-01-18,7.89,1.21,1.99,0.74,3.38,0.54,0.51
2018-01-19,7.94,1.21,2.00,0.74,3.34,0.54,0.53
2018-01-22,7.92,1.21,1.96,0.74,3.31,0.54,0.53
2018-01-23,7.84,1.21,1.97,0.74,3.31,0.54,0.53
2018-01-24,7.78,1.20,1.94,0.74,3.27,0.54,0.52
2018-01-25,7.76,1.20,1.95,0.73,3.29,0.54,0.52
2018-01-26,7.64,1.18,1.92,0.72,3.23,0.53,0.51
2018-01-29,7.67,1.17,1.94,0.72,3.27,0.53,0.50
2018-01-30,7.76,1.17,1.99,0.72,3.36,0.53,0.51
2018-01-31,7.71,1.17,1.96,0.72,3.37,0.53,0.51
2018-02-01,7.70,1.16,1.95,0.71,3.40,0.52,0.49
2018-02-02,7.83,1.15,2.00,0.71,3.47,0.51,0.48
2018-02-05,8.05,1.17,2.10,0.72,3.59,0.52,0.49
2018-02-06,8.24,1.19,2.21,0.74,3.70,0.53,0.51
2018-02-07,8.05,1.18,2.09,0.73,3.53,0.53,0.49
2018-02-08,8.27,1.19,2.20,0.74,3.67,0.54,0.50
2018-02-09,8.56,1.24,2.40,0.77,3.91,0.56,0.53
2018-02-12,8.40,1.24,2.30,0.77,3.78,0.56,0.53
2018-02-13,8.45,1.27,2.37,0.80,3.87,0.59,0.56
2018-02-14,8.31,1.25,2.30,0.79,3.77,0.58,0.54
2018-02-15,8.13,1.24,2.22,0.79,3.63,0.58,0.53
2018-02-16,8.01,1.24,2.17,0.79,3.55,0.59,0.53
2018-02-19,8.01,1.24,2.17,0.79,3.55,0.59,0.53
2018-02-20,8.01,1.24,2.13,0.79,3.53,0.59,0.53
2018-02-21,8.02,1.24,2.10,0.79,3.52,0.59,0.53
2018-02-22,8.09,1.25,2.18,0.79,3.60,0.60,0.53
2018-02-23,8.15,1.26,2.21,0.80,3.65,0.60,0.54
2018-02-26,8.00,1.26,2.15,0.80,3.57,0.60,0.54
2018-02-27,7.89,1.26,2.14,0.80,3.54,0.60,0.54
2018-02-28,7.77,1.28,2.18,0.81,3.50,0.62,0.55
2018-03-01,7.94,1.31,2.28,0.84,3.64,0.63,0.58
2018-03-02,8.04,1.32,2.32,0.85,3.70,0.64,0.59
2018-03-05,7.93,1.31,2.28,0.84,3.64,0.65,0.59
2018-03-06,7.83,1.31,2.23,0.84,3.57,0.64,0.57
2018-03-07,7.88,1.31,2.25,0.84,3.61,0.64,0.57
2018-03-08,7.89,1.32,2.26,0.85,3.62,0.65,0.57
2018-03-09,7.81,1.33,2.23,0.85,3.58,0.65,0.58
2018-03-12,7.82,1.34,2.26,0.86,3.59,0.66,0.58
2018-03-13,7.94,1.35,2.27,0.88,3.62,0.67,0.60
2018-03-14,7.96,1.36,2.32,0.89,3.65,0.68,0.61
2018-03-15,8.00,1.38,2.33,0.89,3.63,0.68,0.61
2018-03-16,8.01,1.37,2.31,0.89,3.59,0.68,0.61
2018-03-19,8.14,1.38,2.34,0.90,3.64,0.69,0.60
2018-03-20,8.13,1.38,2.31,0.90,3.62,0.69,0.61
2018-03-21,8.12,1.39,2.30,0.91,3.59,0.69,0.62
2018-03-22,8.24,1.42,2.38,0.93,3.68,0.71,0.64
2018-03-23,8.27,1.43,2.42,0.94,3.74,0.72,0.64
2018-03-26,8.28,1.44,2.41,0.95,3.72,0.73,0.64
2018-03-27,8.27,1.44,2.43,0.94,3.74,0.72,0.64
2018-03-28,8.33,1.44,2.45,0.94,3.77,0.72,0.64
2018-03-29,8.34,1.44,2.46,0.94,3.78,0.72,0.64
2018-03-30,.,.,.,.,.,.,.
2018-03-31,7.94,1.45,2.44,0.96,3.92,0.74,0.64
2018-04-02,8.01,1.45,2.48,0.96,3.98,0.74,0.64
2018-04-03,7.96,1.45,2.42,0.95,3.91,0.73,0.64
2018-04-04,7.98,1.44,2.42,0.94,3.91,0.73,0.63
2018-04-05,7.79,1.42,2.33,0.93,3.79,0.71,0.62
2018-04-06,7.83,1.42,2.38,0.93,3.84,0.71,0.62
2018-04-09,7.78,1.42,2.36,0.92,3.80,0.70,0.61
2018-04-10,7.65,1.42,2.29,0.91,3.69,0.69,0.61
2018-04-11,7.61,1.41,2.28,0.91,3.68,0.69,0.61
2018-04-12,7.50,1.40,2.21,0.90,3.59,0.68,0.60
2018-04-13,7.46,1.39,2.17,0.90,3.54,0.68,0.60
2018-04-16,7.29,1.39,2.14,0.89,3.50,0.67,0.59
2018-04-17,7.22,1.38,2.11,0.89,3.45,0.67,0.59
2018-04-18,7.13,1.38,2.08,0.89,3.41,0.67,0.60
2018-04-19,7.26,1.39,2.14,0.89,3.51,0.66,0.60
2018-04-20,7.25,1.39,2.14,0.89,3.50,0.66,0.59
2018-04-23,7.30,1.39,2.16,0.89,3.54,0.67,0.60
2018-04-24,7.36,1.39,2.21,0.89,3.59,0.67,0.60
2018-04-25,7.45,1.39,2.26,0.90,3.66,0.67,0.62
2018-04-26,7.38,1.40,2.24,0.90,3.60,0.67,0.62
2018-04-27,7.36,1.41,2.25,0.90,3.60,0.67,0.61
2018-04-30,7.28,1.44,2.28,0.92,3.67,0.68,0.62
2018-05-01,7.27,1.44,2.28,0.92,3.69,0.69,0.64
2018-05-02,7.18,1.45,2.29,0.93,3.67,0.69,0.63
2018-05-03,7.25,1.47,2.32,0.93,3.72,0.69,0.64
2018-05-04,7.21,1.48,2.32,0.94,3.71,0.69,0.64
2018-05-07,7.20,1.48,2.31,0.94,3.66,0.69,0.64
2018-05-08,7.18,1.48,2.30,0.94,3.66,0.69,0.64
2018-05-09,7.12,1.47,2.28,0.93,3.63,0.68,0.63
2018-05-10,7.08,1.46,2.26,0.92,3.61,0.68,0.62
2018-05-11,7.07,1.45,2.26,0.91,3.59,0.67,0.60
2018-05-14,7.02,1.44,2.25,0.91,3.56,0.67,0.59
2018-05-15,7.02,1.44,2.23,0.90,3.55,0.66,0.60
2018-05-16,7.01,1.44,2.24,0.90,3.56,0.66,0.60
2018-05-17,6.98,1.44,2.24,0.91,3.55,0.66,0.59
2018-05-18,7.01,1.45,2.29,0.91,3.60,0.66,0.59
2018-05-21,6.97,1.45,2.29,0.91,3.59,0.67,0.59
2018-05-22,6.96,1.45,2.29,0.91,3.57,0.66,0.59
2018-05-23,7.04,1.46,2.37,0.92,3.66,0.67,0.60
2018-05-24,7.07,1.46,2.38,0.92,3.67,0.67,0.60
2018-05-25,7.13,1.47,2.42,0.92,3.72,0.67,0.60
2018-05-28,7.14,1.47,2.42,0.92,3.72,0.67,0.60
2018-05-29,7.39,1.51,2.62,0.96,3.95,0.69,0.63
2018-05-30,7.26,1.52,2.52,0.97,3.83,0.70,0.63
2018-05-31,7.22,1.54,2.54,0.98,3.87,0.72,0.63
2018-06-01,7.18,1.53,2.45,0.97,3.78,0.71,0.62
2018-06-04,7.10,1.52,2.39,0.96,3.72,0.71,0.62
2018-06-05,7.07,1.52,2.40,0.97,3.73,0.72,0.62
2018-06-06,6.95,1.52,2.36,0.97,3.67,0.71,0.62
2018-06-07,6.90,1.53,2.37,0.97,3.67,0.72,0.62
2018-06-08,6.92,1.54,2.38,0.97,3.68,0.72,0.63
2018-06-11,6.78,1.54,2.35,0.97,3.61,0.72,0.62
2018-06-12,6.79,1.54,2.33,0.97,3.59,0.72,0.62
2018-06-13,6.76,1.53,2.30,0.97,3.53,0.72,0.62
2018-06-14,6.65,1.53,2.30,0.97,3.51,0.72,0.62
2018-06-15,6.73,1.53,2.30,0.97,3.53,0.72,0.63
2018-06-18,6.75,1.55,2.32,0.98,3.54,0.73,0.63
2018-06-19,6.85,1.56,2.36,0.99,3.59,0.73,0.64
2018-06-20,6.75,1.57,2.32,1.00,3.53,0.74,0.65
2018-06-21,6.78,1.59,2.37,1.03,3.58,0.76,0.67
2018-06-22,6.79,1.59,2.37,1.03,3.57,0.77,0.68
2018-06-25,6.92,1.61,2.44,1.04,3.65,0.78,0.68
2018-06-26,6.93,1.61,2.45,1.04,3.67,0.78,0.68
2018-06-27,6.98,1.62,2.53,1.05,3.75,0.78,0.68
2018-06-28,7.11,1.62,2.58,1.05,3.85,0.78,0.68
2018-06-29,7.06,1.62,2.57,1.05,3.82,0.78,0.67
2018-06-30,7.33,1.63,2.60,1.05,3.86,0.78,0.68
2018-07-02,7.45,1.63,2.66,1.05,3.93,0.78,0.68
2018-07-03,7.45,1.63,2.66,1.05,3.92,0.78,0.67
2018-07-04,7.45,1.63,2.66,1.05,3.92,0.78,0.67
2018-07-05,7.42,1.61,2.63,1.04,3.89,0.77,0.66
2018-07-06,7.42,1.61,2.62,1.03,3.88,0.77,0.66
2018-07-09,7.32,1.59,2.55,1.02,3.79,0.76,0.65
2018-07-10,7.23,1.57,2.50,1.01,3.72,0.75,0.64
2018-07-11,7.32,1.57,2.56,1.01,3.79,0.75,0.64
2018-07-12,7.24,1.56,2.52,1.00,3.74,0.75,0.63
2018-07-13,7.20,1.56,2.53,1.00,3.76,0.74,0.63
2018-07-16,7.17,1.54,2.50,0.99,3.73,0.74,0.62
2018-07-17,7.17,1.54,2.49,0.99,3.72,0.74,0.62
2018-07-18,7.12,1.54,2.48,0.99,3.70,0.73,0.62
2018-07-19,7.15,1.54,2.51,0.99,3.73,0.73,0.62
2018-07-20,7.11,1.53,2.47,0.98,3.70,0.73,0.62
2018-07-23,7.07,1.52,2.41,0.98,3.65,0.72,0.61
2018-07-24,7.00,1.50,2.39,0.96,3.63,0.71,0.59
2018-07-25,7.03,1.49,2.39,0.95,3.63,0.70,0.59
2018-07-26,6.96,1.47,2.34,0.94,3.57,0.69,0.58
2018-07-27,6.96,1.46,2.35,0.93,3.57,0.68,0.58
2018-07-30,7.00,1.46,2.34,0.93,3.57,0.69,0.58
2018-07-31,6.93,1.47,2.33,0.93,3.66,0.68,0.58
2018-08-01,6.90,1.46,2.30,0.93,3.63,0.67,0.57
2018-08-02,6.84,1.46,2.30,0.92,3.64,0.67,0.57
2018-08-03,6.87,1.46,2.31,0.92,3.62,0.66,0.57
2018-08-06,6.84,1.46,2.31,0.91,3.62,0.66,0.56
2018-08-07,6.81,1.45,2.24,0.91,3.51,0.65,0.56
2018-08-08,6.83,1.46,2.25,0.91,3.55,0.66,0.57
2018-08-09,6.86,1.47,2.26,0.92,3.57,0.66,0.58
2018-08-10,7.02,1.50,2.35,0.94,3.69,0.67,0.60
2018-08-13,7.10,1.52,2.36,0.95,3.71,0.68,0.61
2018-08-14,7.02,1.51,2.33,0.95,3.68,0.68,0.60
2018-08-15,7.14,1.52,2.39,0.95,3.75,0.68,0.61
2018-08-16,7.06,1.51,2.33,0.94,3.68,0.68,0.60
2018-08-17,7.07,1.50,2.33,0.94,3.68,0.67,0.59
2018-08-20,7.10,1.51,2.36,0.94,3.72,0.67,0.60
2018-08-21,7.09,1.50,2.33,0.94,3.67,0.67,0.60
2018-08-22,7.07,1.51,2.32,0.94,3.67,0.67,0.60
2018-08-23,7.09,1.52,2.31,0.94,3.65,0.68,0.61
2018-08-24,7.08,1.52,2.30,0.94,3.64,0.68,0.61
2018-08-27,7.06,1.51,2.27,0.94,3.61,0.67,0.61
2018-08-28,7.02,1.51,2.24,0.94,3.59,0.67,0.60
2018-08-29,6.99,1.50,2.24,0.94,3.58,0.67,0.60
2018-08-30,7.03,1.52,2.27,0.94,3.63,0.67,0.61
2018-08-31,7.05,1.53,2.30,0.95,3.72,0.68,0.63
2018-09-03,7.05,1.53,2.30,0.95,3.72,0.69,0.63
2018-09-04,6.98,1.53,2.27,0.96,3.69,0.69,0.64
2018-09-05,7.02,1.53,2.29,0.96,3.73,0.68,0.63
2018-09-06,7.07,1.53,2.31,0.96,3.77,0.68,0.63
2018-09-07,7.05,1.52,2.26,0.95,3.72,0.68,0.62
2018-09-10,7.01,1.52,2.25,0.95,3.70,0.68,0.62
2018-09-11,6.88,1.51,2.21,0.94,3.64,0.67,0.61
2018-09-12,6.81,1.50,2.20,0.94,3.62,0.67,0.59
2018-09-13,6.78,1.49,2.17,0.93,3.58,0.66,0.58
2018-09-14,6.71,1.47,2.13,0.92,3.51,0.65,0.57
2018-09-17,6.70,1.47,2.14,0.91,3.51,0.65,0.56
2018-09-18,6.65,1.46,2.10,0.91,3.45,0.64,0.56
2018-09-19,6.66,1.45,2.09,0.90,3.44,0.64,0.56
2018-09-20,6.63,1.44,2.11,0.89,3.46,0.62,0.55
2018-09-21,6.62,1.43,2.12,0.89,3.46,0.62,0.55
2018-09-24,6.72,1.44,2.14,0.90,3.47,0.63,0.56
2018-09-25,6.65,1.43,2.13,0.89,3.46,0.62,0.55
2018-09-26,6.65,1.43,2.13,0.89,3.47,0.62,0.56
2018-09-27,6.62,1.42,2.12,0.89,3.46,0.62,0.55
2018-09-28,6.59,1.41,2.12,0.88,3.44,0.61,0.55
2018-09-30,6.74,1.43,2.13,0.89,3.48,0.62,0.55
2018-10-01,6.69,1.43,2.09,0.90,3.40,0.63,0.56
2018-10-02,6.67,1.43,2.09,0.89,3.41,0.62,0.56
2018-10-03,6.60,1.41,2.03,0.88,3.34,0.61,0.55
2018-10-04,6.77,1.42,2.14,0.89,3.49,0.62,0.55
2018-10-05,6.81,1.43,2.17,0.90,3.51,0.62,0.56
2018-10-08,6.81,1.43,2.17,0.90,3.51,0.63,0.56
2018-10-09,6.89,1.43,2.26,0.90,3.60,0.63,0.56
2018-10-10,7.01,1.43,2.35,0.90,3.71,0.62,0.55
2018-10-11,7.16,1.47,2.40,0.92,3.78,0.65,0.58
2018-10-12,7.09,1.47,2.37,0.93,3.74,0.65,0.59
2018-10-15,7.04,1.46,2.32,0.92,3.69,0.64,0.57
2018-10-16,7.01,1.47,2.29,0.92,3.64,0.64,0.57
2018-10-17,7.01,1.47,2.28,0.92,3.65,0.65,0.59
2018-10-18,7.05,1.48,2.34,0.93,3.71,0.65,0.58
2018-10-19,7.02,1.48,2.34,0.93,3.72,0.66,0.59
2018-10-22,7.05,1.49,2.35,0.94,3.73,0.66,0.60
2018-10-23,7.23,1.52,2.46,0.95,3.86,0.68,0.62
2018-10-24,7.32,1.51,2.48,0.94,3.89,0.66,0.60
2018-10-25,7.45,1.54,2.49,0.96,3.94,0.69,0.63
2018-10-26,7.63,1.56,2.60,0.98,4.08,0.69,0.64
2018-10-29,7.67,1.56,2.58,0.97,4.06,0.69,0.63
2018-10-30,7.87,1.58,2.59,0.99,4.12,0.70,0.65
2018-10-31,7.87,1.58,2.53,0.99,4.07,0.70,0.63
2018-11-01,7.91,1.60,2.53,1.00,4.08,0.70,0.64
2018-11-02,7.83,1.58,2.44,0.99,3.98,0.69,0.62
2018-11-05,7.86,1.58,2.43,0.99,3.98,0.70,0.61
2018-11-06,7.81,1.56,2.39,0.98,3.94,0.69,0.60
2018-11-07,7.74,1.55,2.32,0.97,3.85,0.68,0.58
2018-11-08,7.76,1.54,2.28,0.97,3.81,0.67,0.56
2018-11-09,7.99,1.56,2.39,0.98,3.98,0.67,0.57
2018-11-12,7.99,1.56,2.38,0.98,3.98,0.67,0.57
2018-11-13,8.26,1.60,2.53,1.00,4.17,0.69,0.60
2018-11-14,8.42,1.64,2.62,1.03,4.27,0.71,0.62
2018-11-15,8.66,1.68,2.71,1.06,4.39,0.73,0.65
2018-11-16,8.77,1.70,2.78,1.08,4.47,0.73,0.66
2018-11-19,8.89,1.72,2.82,1.10,4.55,0.75,0.68
2018-11-20,9.10,1.76,2.88,1.12,4.63,0.76,0.69
2018-11-21,8.99,1.75,2.80,1.11,4.53,0.76,0.67
2018-11-22,8.99,1.76,2.80,1.11,4.53,0.76,0.67
2018-11-23,9.09,1.76,2.83,1.11,4.60,0.76,0.66
2018-11-26,9.07,1.75,2.80,1.10,4.55,0.76,0.65
2018-11-27,9.16,1.78,2.84,1.11,4.62,0.77,0.66
2018-11-28,9.14,1.79,2.79,1.13,4.52,0.78,0.68
2018-11-29,9.15,1.80,2.76,1.14,4.50,0.78,0.67
2018-11-30,9.21,1.84,2.80,1.13,4.59,0.80,0.70
2018-12-03,9.04,1.83,2.73,1.13,4.48,0.80,0.69
2018-12-04,9.16,1.86,2.82,1.15,4.56,0.81,0.70
2018-12-05,9.16,1.86,2.82,1.15,4.56,0.81,0.70
2018-12-06,9.49,1.91,2.99,1.19,4.81,0.85,0.73
2018-12-07,9.50,1.92,2.99,1.19,4.80,0.85,0.73
2018-12-10,9.63,1.93,3.02,1.20,4.87,0.86,0.73
2018-12-11,9.56,1.92,2.95,1.19,4.79,0.85,0.72
2018-12-12,9.47,1.90,2.86,1.18,4.71,0.84,0.69
2018-12-13,9.50,1.88,2.84,1.17,4.71,0.82,0.68
2018-12-14,9.59,1.88,2.90,1.17,4.80,0.83,0.69
2018-12-17,9.83,1.88,2.99,1.17,4.92,0.82,0.69
2018-12-18,10.09,1.89,3.08,1.17,5.08,0.82,0.68
2018-12-19,10.25,1.90,3.19,1.17,5.20,0.82,0.68
2018-12-20,10.75,1.94,3.40,1.20,5.50,0.84,0.72
2018-12-21,10.95,1.96,3.49,1.21,5.61,0.84,0.73
2018-12-24,11.13,1.97,3.59,1.22,5.76,0.85,0.73
2018-12-25,.,.,.,.,.,.,.
2018-12-26,11.15,1.98,3.62,1.22,5.78,0.85,0.74
2018-12-27,11.13,2.00,3.63,1.23,5.79,0.86,0.77
2018-12-28,10.99,2.01,3.56,1.24,5.71,0.87,0.77
2018-12-31,11.04,2.02,3.60,1.24,5.74,0.87,0.78
2019-01-01,.,.,.,.,.,.,.
2019-01-02,11.07,2.03,3.61,1.25,5.75,0.87,0.77
2019-01-03,11.16,2.06,3.71,1.28,5.84,0.89,0.80
2019-01-04,10.50,2.05,3.40,1.27,5.41,0.89,0.79
2019-01-07,10.21,2.03,3.21,1.26,5.18,0.88,0.77
2019-01-08,9.92,2.01,3.05,1.24,5.01,0.87,0.75
2019-01-09,9.76,1.97,2.95,1.22,4.84,0.86,0.73
2019-01-10,9.77,1.97,2.95,1.21,4.90,0.85,0.73
2019-01-11,9.77,1.96,2.96,1.21,4.91,0.84,0.73
2019-01-14,9.82,1.96,2.99,1.21,4.96,0.84,0.74
2019-01-15,9.77,1.96,2.95,1.20,4.90,0.83,0.73
2019-01-16,9.62,1.93,2.85,1.18,4.80,0.82,0.71
2019-01-17,9.57,1.91,2.80,1.16,4.78,0.80,0.69
2019-01-18,9.39,1.88,2.71,1.13,4.62,0.78,0.66
2019-01-21,9.39,1.88,2.71,1.13,4.62,0.78,0.66
2019-01-22,9.61,1.87,2.80,1.12,4.78,0.77,0.65
2019-01-23,9.60,1.85,2.79,1.10,4.75,0.75,0.64
2019-01-24,9.67,1.84,2.83,1.09,4.82,0.74,0.64
2019-01-25,9.56,1.82,2.72,1.07,4.72,0.72,0.63
2019-01-28,9.68,1.81,2.77,1.06,4.80,0.72,0.62
2019-01-29,9.71,1.81,2.76,1.05,4.77,0.71,0.63
2019-01-30,9.64,1.81,2.74,1.05,4.74,0.71,0.63
2019-01-31,9.65,1.79,2.75,1.05,4.73,0.70,0.62
2019-02-01,9.55,1.76,2.67,1.02,4.66,0.69,0.61
2019-02-04,9.51,1.74,2.63,1.02,4.63,0.68,0.59
2019-02-05,9.39,1.72,2.54,1.01,4.53,0.68,0.59
2019-02-06,9.31,1.71,2.52,1.01,4.50,0.67,0.58
2019-02-07,9.51,1.74,2.67,1.02,4.67,0.69,0.60
2019-02-08,9.54,1.74,2.69,1.02,4.72,0.68,0.62
2019-02-11,9.50,1.74,2.66,1.01,4.67,0.68,0.60
2019-02-12,9.35,1.73,2.56,1.01,4.56,0.68,0.60
2019-02-13,9.27,1.72,2.50,1.00,4.53,0.67,0.59
2019-02-14,9.34,1.73,2.55,1.00,4.58,0.68,0.61
2019-02-15,9.26,1.72,2.51,1.00,4.51,0.67,0.61
2019-02-18,9.27,1.72,2.51,1.00,4.51,0.67,0.61
2019-02-19,9.32,1.72,2.51,1.00,4.49,0.67,0.62
2019-02-20,9.25,1.72,2.48,1.00,4.46,0.67,0.62
2019-02-21,9.17,1.71,2.46,1.00,4.41,0.67,0.62
2019-02-22,9.21,1.71,2.48,1.00,4.41,0.67,0.63
2019-02-25,9.16,1.70,2.42,0.99,4.36,0.67,0.62
2019-02-26,9.14,1.70,2.44,0.99,4.38,0.67,0.63
2019-02-27,9.01,1.69,2.39,0.98,4.30,0.67,0.63
2019-02-28,9.01,1.68,2.39,0.97,4.27,0.66,0.64
2019-03-01,8.98,1.66,2.33,0.96,4.21,0.65,0.61
2019-03-04,9.06,1.65,2.35,0.95,4.26,0.65,0.63
2019-03-05,9.18,1.65,2.35,0.95,4.25,0.65,0.63
2019-03-06,9.29,1.66,2.41,0.96,4.33,0.65,0.64
2019-03-07,9.44,1.67,2.51,0.96,4.47,0.65,0.64
2019-03-08,9.55,1.68,2.57,0.97,4.57,0.66,0.66
2019-03-11,9.43,1.67,2.52,0.97,4.51,0.65,0.66
2019-03-12,9.39,1.66,2.48,0.96,4.47,0.65,0.65
2019-03-13,9.24,1.66,2.41,0.96,4.39,0.64,0.65
2019-03-14,9.18,1.65,2.39,0.96,4.33,0.64,0.64
2019-03-15,9.27,1.64,2.37,0.95,4.32,0.64,0.64
2019-03-18,9.25,1.63,2.37,0.95,4.33,0.63,0.63
2019-03-19,9.21,1.62,2.33,0.94,4.27,0.63,0.63
2019-03-20,9.27,1.63,2.39,0.95,4.34,0.63,0.64
2019-03-21,9.27,1.62,2.33,0.94,4.28,0.63,0.63
2019-03-22,9.47,1.62,2.42,0.95,4.41,0.63,0.63
2019-03-25,9.58,1.62,2.48,0.94,4.54,0.62,0.63
2019-03-26,9.54,1.61,2.47,0.94,4.48,0.62,0.63
2019-03-27,9.53,1.62,2.47,0.95,4.49,0.64,0.64
2019-03-28,9.51,1.62,2.46,0.95,4.46,0.64,0.65
2019-03-29,9.37,1.61,2.39,0.95,4.36,0.64,0.64
2019-03-31,9.36,1.63,2.44,0.96,4.38,0.66,0.64
2019-04-01,9.16,1.62,2.33,0.96,4.27,0.66,0.64
2019-04-02,9.16,1.62,2.36,0.95,4.28,0.66,0.64
2019-04-03,9.05,1.60,2.32,0.95,4.23,0.66,0.63
2019-04-04,9.01,1.60,2.33,0.94,4.23,0.66,0.63
2019-04-05,8.94,1.59,2.29,0.94,4.19,0.66,0.63
2019-04-08,8.88,1.58,2.28,0.93,4.16,0.65,0.63
2019-04-09,8.95,1.57,2.29,0.93,4.18,0.65,0.62
2019-04-10,8.92,1.56,2.31,0.93,4.18,0.65,0.62
2019-04-11,8.89,1.54,2.23,0.91,4.10,0.65,0.61
2019-04-12,8.80,1.51,2.13,0.90,3.97,0.64,0.60
2019-04-15,8.73,1.50,2.16,0.89,3.97,0.64,0.59
2019-04-16,8.66,1.49,2.12,0.89,3.92,0.63,0.60
2019-04-17,8.61,1.49,2.16,0.88,3.97,0.63,0.60
2019-04-18,8.71,1.50,2.20,0.89,4.03,0.63,0.60
2019-04-19,.,.,.,.,.,.,.
2019-04-22,8.73,1.50,2.20,0.89,4.04,0.63,0.61
2019-04-23,8.74,1.50,2.19,0.89,4.02,0.63,0.60
2019-04-24,8.69,1.50,2.21,0.89,4.02,0.63,0.60
2019-04-25,8.69,1.50,2.23,0.89,4.04,0.64,0.61
2019-04-26,8.69,1.49,2.25,0.89,4.06,0.64,0.61
2019-04-29,8.57,1.48,2.22,0.89,4.03,0.63,0.61
2019-04-30,8.29,1.50,2.26,0.90,4.10,0.64,0.62
2019-05-01,8.29,1.50,2.24,0.90,4.07,0.64,0.62
2019-05-02,8.27,1.50,2.27,0.90,4.11,0.64,0.63
2019-05-03,8.28,1.50,2.25,0.90,4.08,0.64,0.63
2019-05-06,8.39,1.51,2.32,0.91,4.21,0.65,0.64
2019-05-07,8.53,1.52,2.38,0.91,4.27,0.65,0.65
2019-05-08,8.61,1.53,2.37,0.92,4.22,0.66,0.65
2019-05-09,8.69,1.55,2.48,0.94,4.35,0.67,0.67
2019-05-10,8.75,1.56,2.50,0.94,4.37,0.67,0.67
2019-05-13,9.01,1.58,2.66,0.96,4.58,0.68,0.70
2019-05-14,8.91,1.58,2.60,0.96,4.51,0.68,0.69
2019-05-15,8.93,1.58,2.63,0.96,4.56,0.68,0.69
2019-05-16,8.78,1.57,2.54,0.95,4.44,0.68,0.68
2019-05-17,8.83,1.58,2.55,0.96,4.44,0.68,0.68
2019-05-20,8.85,1.58,2.55,0.96,4.42,0.69,0.68
2019-05-21,8.75,1.58,2.48,0.96,4.36,0.69,0.68
2019-05-22,8.81,1.59,2.50,0.96,4.41,0.69,0.69
2019-05-23,9.10,1.63,2.66,0.99,4.60,0.71,0.70
2019-05-24,9.02,1.62,2.61,0.98,4.54,0.71,0.70
2019-05-27,9.02,1.62,2.61,0.98,4.54,0.71,0.70
2019-05-28,9.10,1.64,2.63,1.00,4.57,0.72,0.71
2019-05-29,9.35,1.68,2.76,1.03,4.78,0.73,0.73
2019-05-30,9.33,1.67,2.72,1.02,4.76,0.73,0.71
2019-05-31,9.93,1.71,2.94,1.05,5.04,0.75,0.73
2019-06-03,10.03,1.73,3.05,1.05,5.17,0.75,0.74
2019-06-04,9.85,1.72,2.88,1.05,4.99,0.75,0.74
2019-06-05,9.84,1.70,2.82,1.04,4.95,0.75,0.74
